node,x,y,z,lumped_control_volume,previous_indicator,low_order_indicator,raw_target_indicator,limited_indicator,physical_boundary_transfer,discrete_divergence_source,low_order_interior_transfer,raw_antidiffusive_transfer,limited_antidiffusive_transfer,limited_balance_residual,courant,component_id
3904,0.3125,0.59375,0.09375,3.0517578124999983e-05,0.00032885713859828476,0.00045707777462583907,0.00037812066909275502,0.00037812066909275502,-7.2314026353056414e-26,-2.7462955201797851e-25,3.9129832772080752e-09,-2.4095796366297609e-09,-2.4095796366297609e-09,8.2718061255302767e-25,0.18985675590997758,79
3905,0.34375,0.59375,0.09375,3.0517578124999983e-05,0.00042730989391994356,0.00057421646720218233,0.00047763110908208295,0.00047763110908208295,-8.9461193680734366e-26,-9.1760845902574368e-26,4.4832328272167569e-09,-2.9475512121612344e-09,-2.9475512121612344e-09,0,0.19011825929718607,79
3906,0.375,0.59375,0.09375,3.0517578124999983e-05,0.00056694159466298059,0.00071743742125587894,0.00061010565910889799,0.00061010565910889799,-1.0896202060709397e-25,1.8938182923600346e-25,4.592768145535223e-09,-3.2755054366144076e-09,-3.2755054366144076e-09,2.8951321439355969e-24,0.1895901912717442,79
3907,0.40625,0.59375,0.09375,3.0517578124999983e-05,0.00075926426133465894,0.00088697654258226095,0.00080378716790097397,0.00080378716790097397,-1.2835781384556394e-25,-3.6232216621022843e-25,3.8974695204956637e-09,-2.5387382410060719e-09,-2.5387382410060719e-09,2.8951321439355969e-24,0.1848711278211442,79
3908,0.4375,0.59375,0.09375,3.0517578124999983e-05,0.00078261281418195267,0.00088975462739172687,0.000837362660365699,0.000837362660365699,-1.1022063449762545e-25,-6.4422563183564769e-25,3.2697086550834383e-09,-1.5988759468392288e-09,-1.5988759468392288e-09,2.0679515313825692e-24,0.17595894974838319,79
3909,0.46875,0.59375,0.09375,3.0517578124999983e-05,0.00056126576499112072,0.00065627338608798078,0.0006126483932968953,0.0006126483932968953,-6.0965112032046194e-26,1.4731032524639588e-25,2.8994024992938244e-09,-1.3313291257045119e-09,-1.3313291257045119e-09,-1.0339757656912846e-24,0.16321234353702971,79
3910,0.5,0.59375,0.09375,3.0517578124999983e-05,0.00032146332169505462,0.00039042719388392546,0.00035729229968636193,0.00035729229968636193,-2.3674366313126999e-26,1.0738198161502174e-25,2.1046103573263783e-09,-1.0111967223377541e-09,-1.0111967223377541e-09,1.4475660719677984e-24,0.14736248252190565,79
3911,0.53125,0.59375,0.09375,3.0517578124999983e-05,0.00017591050917527482,0.00022346627728893611,0.00020115810280129124,0.00020115810280129124,-6.5536177339226712e-27,-2.9380675472624327e-26,1.4512868687030416e-09,-6.8079145775283376e-10,-6.8079145775283376e-10,0,0.16321234353702968,79
3912,0.5625,0.59375,0.09375,3.0517578124999983e-05,7.3166675452756847e-05,0.00010414302969122267,8.9279101871402342e-05,8.9260845258298314e-05,-6.2086957514668036e-29,2.5313562785026443e-26,9.4532331050005535e-10,-4.536110784857275e-10,-4.541682261024277e-10,-2.0679515313825692e-25,0.17595894974838314,79
3913,0.59375,0.59375,0.09375,3.0517578124999983e-05,1.2124093985876349e-05,2.8515093716283503e-05,1.8220220507222519e-05,1.8161060539246648e-05,4.1435061286665e-28,3.9053055023156969e-27,5.0021361481955401e-10,-3.1417459744448783e-10,-3.1598001638906403e-10,0,0.18487112782114418,79
3914,0.625,0.59375,0.09375,3.0517578124999983e-05,1.9468326023858142e-05,2.6558392436834797e-05,1.9295447290815742e-05,1.8815930259644112e-05,1.2940933548105809e-27,5.8064484401747036e-27,2.1637165566945343e-10,-2.216474959112259e-10,-2.3628119437227423e-10,6.1392311087920023e-26,0.18959019127174423,79
3915,0.65625,0.59375,0.09375,3.0517578124999983e-05,1.8809512541267948e-11,1.0573707092761889e-05,-1.4685956235783174e-05,1.9942271981985768e-13,1.7831062952621814e-33,1.1444311536008347e-32,3.2268335825345895e-10,-7.7086374904007108e-10,-3.2268392618832899e-10,2.9582283945787943e-31,0.19011825929718601,79
3916,0.6875,0.59375,0.09375,3.0517578124999983e-05,2.0726031345889606e-06,9.3082156037888113e-06,-3.2571080953571859e-05,7.7755154143761899e-08,2.4470473983083747e-28,5.4397731147530351e-28,2.2081336881103047e-10,-1.2780547045092971e-09,-2.8169129790176527e-10,1.2924697071141057e-26,0.18985675590997753,79
3917,0.71875,0.59375,0.09375,3.0517578124999983e-05,0.00017964067391909385,0.00015763113490550805,0.0001420447221907884,0.00013619047605392399,2.4320173593479408e-26,-4.6612875156514698e-26,-6.7167782634233901e-10,-4.7565956770995031e-10,-6.5431698155468902e-10,-4.1359030627651384e-25,0.18771709275724391,79
3918,0.75,0.59375,0.09375,3.0517578124999983e-05,0.00034808636873949846,0.00030725015016287098,0.00032409326136648652,0.00031953266163570692,5.0848646126662123e-26,-2.0140521417471168e-25,-1.2462224907418036e-09,5.1401096202440016e-10,3.7483250344347974e-10,-1.34416849539867e-24,0.18069119849515106,79
3919,0.78125,0.59375,0.09375,3.0517578124999983e-05,0.00037060171109876356,0.00035036824577525978,0.00037295014976734115,0.00037194946445562733,5.5497562301659217e-26,3.2054380030544721e-26,-6.1747635874950561e-10,6.8914501928959215e-10,6.5860652711082543e-10,1.3183191012563879e-24,0.16871370092797841,79
3920,0.8125,0.59375,0.09375,3.0517578124999983e-05,0.00019728734043383849,0.00021030534553063756,0.00021342911632734503,0.00021314677960696191,2.8853142320944795e-26,1.3239259655041641e-25,3.9727798757321353e-10,9.5329919333113291e-11,8.6713686411264997e-11,3.1019272970738538e-25,0.15226790298288004,79
3921,0.84375,0.59375,0.09375,3.0517578124999983e-05,4.7698159163790901e-05,6.2414339070584004e-05,5.736728551100396e-05,5.6868619174538584e-05,6.4732807100870517e-27,1.5506367762419178e-26,4.4910217000711327e-10,-1.5402385130554323e-10,-1.6924194018693277e-10,1.0339757656912846e-25,0.13199498909732252,79
3922,0.875,0.59375,0.09375,3.0517578124999983e-05,7.8522242621502104e-06,1.2578602483974196e-05,1.0546900395189658e-05,1.0355801574026747e-05,9.3085803047288434e-28,-1.6861925051672492e-27,1.4423761663281199e-10,-6.2002627221207822e-11,-6.7834500425642341e-11,0,0.10877719278695892,79
3923,0.90625,0.59375,0.09375,3.0517578124999983e-05,1.29371063607606e-06,2.1691497876573873e-06,1.7749063012849855e-06,1.743026962644291e-06,1.2343279853714955e-28,4.4372812074478936e-28,2.6716282702066849e-11,-1.2031356395642138e-11,-1.3004236603182865e-11,1.1309109937248425e-26,0.08332605734678282,79
3924,0.9375,0.59375,0.09375,3.0517578124999983e-05,1.9754643409301242e-07,2.9888660597144236e-07,2.529460820126952e-07,2.4990780625247276e-07,1.3273365000470302e-29,9.3385709925588027e-29,3.0926566125009127e-12,-1.4019935290144997e-12,-1.4947143468923827e-12,-2.0194839173657902e-28,0.056747856020700913,79
3925,0.96875,0.59375,0.09375,3.0517578124999983e-05,1.7386288006676492e-08,2.4724053771666563e-08,2.1264053940922471e-08,2.1190544740620818e-08,6.0808776077886254e-31,-1.6553072801570402e-30,2.2393083999603481e-13,-1.0559081514721951e-13,-1.0783413791033149e-13,-1.0097419586828951e-28,0.030138519276059792,79
3926,1,0.59375,0.09375,1.5258789062499992e-05,1.2072138703445607e-09,1.66942818659287e-09,1.4351445280302253e-09,1.4341588965612009e-09,-5.1574098143039486e-47,-8.1538579133589106e-18,7.0609846112139739e-15,-3.5748849267981667e-15,-3.5899244694773699e-15,-1.9721522630525295e-30,0.0088801777360340423,-1
3927,0,0.625,0.09375,1.5258789062499992e-05,-3.8028086807470191e-16,2.3683767021292808e-13,-5.7257260664325057e-12,-3.8028086807803406e-16,0,-3.2691092380458291e-24,3.6196619464927012e-18,-9.0981502329184425e-17,-3.6196586773835138e-18,3.28429327576129e-47,0.0076428308371736644,-1
3928,0.03125,0.625,0.09375,3.0517578124999983e-05,-3.8028086807076392e-16,5.6706403120315596e-12,-1.1932551101640838e-10,-3.8028086807803406e-16,1.2397639816684231e-38,2.8354790886127018e-38,1.7306581399229819e-16,-3.8145798134899859e-15,-1.7306581399229841e-16,1.313717310304516e-46,0.029318885382531419,-1
3929,0.0625,0.625,0.09375,3.0517578124999983e-05,1.0703812368380653e-08,1.1050648769313028e-08,9.5910313386061997e-09,9.5380784549293448e-09,-7.0378368631486169e-31,-2.3623931287191577e-30,1.0584606962047572e-14,-4.4543988974207391e-14,-4.6159982738759869e-14,3.1554436208840472e-29,0.055705161147816463,79
3930,0.09375,0.625,0.09375,3.0517578124999983e-05,8.2330543317624697e-08,9.1115976849101983e-08,7.5243240296913097e-08,7.5155457106631155e-08,-8.0827614387900336e-30,-2.2590756385544174e-29,2.6811015415885252e-13,-4.8439747778896726e-13,-4.8707640815645817e-13,1.7670484276950664e-28,0.082621910501262733,79
3931,0.125,0.625,0.09375,3.0517578124999983e-05,4.8252884052010326e-07,5.9185707540872605e-07,4.5314965253521869e-07,4.5304358942107965e-07,-6.2066020379157346e-29,-3.4539534584868451e-29,3.3364329494818956e-12,-4.2330146140596694e-12,-4.2362514034315901e-12,-3.0292258760486853e-28,0.10890781903428223,79
3932,0.15625,0.625,0.09375,3.0517578124999983e-05,2.9797221172017117e-06,3.8204719097049827e-06,2.8466268834147397e-06,2.8430161373211061e-06,-4.6464771214761705e-28,-1.6707658017720129e-27,2.5657647476296097e-11,-2.9719391671455157e-11,-2.982958289745716e-11,8.885729236409477e-27,0.13348463696568788,79
3933,0.1875,0.625,0.09375,3.0517578124999983e-05,1.7926601050725844e-05,2.1494320120064471e-05,1.8976936944782494e-05,1.8967320245959369e-05,-3.2098499307072615e-27,-8.9823339765412769e-27,1.088781454265937e-10,-7.6824437722228216e-11,-7.7117916079867545e-11,8.4010530962416873e-26,0.15557173490435605,79
3934,0.21875,0.625,0.09375,3.0517578124999983e-05,4.2042731644141459e-05,5.4120737834451228e-05,4.5886749371199765e-05,4.5886749371199765e-05,-8.2863592321641575e-27,-2.7084862821670055e-26,3.6859149750701167e-10,-2.5128138620762497e-10,-2.5128138620762497e-10,2.5849394142282115e-26,0.17422626997954388,79
3935,0.25,0.625,0.09375,3.0517578124999983e-05,9.4966897927758852e-05,0.0001234510359418624,0.00010796882452089302,0.00010796882452089302,-1.988219388456638e-26,4.3052443307707321e-26,8.6926690716868621e-10,-4.7247959658720001e-10,-4.7247959658720001e-10,5.169878828456423e-25,0.18877396610456643,79
3936,0.28125,0.625,0.09375,3.0517578124999983e-05,0.00012687651974861147,0.0001775500217176592,0.0001510735245643086,0.0001510735245643086,-2.7326685183113582e-26,3.0272842946488682e-27,1.5464325552077542e-09,-8.0799857035371684e-10,-8.0799857035371684e-10,6.2038545941477076e-25,0.19965349577897828,79
3937,0.3125,0.625,0.09375,3.0517578124999983e-05,0.00010488884997542555,0.00018247712488687868,0.00013298847952264458,0.00013290411708984903,-2.2543260856201694e-26,-1.3264080342609406e-25,2.3678062411942463e-09,-1.5102736012034327e-09,-1.5128481383370855e-09,7.2378303598389922e-25,0.210444735704545,79
3938,0.34375,0.625,0.09375,3.0517578124999983e-05,0.00014978051705187058,0.00024194429833285466,0.00017400170217762634,0.00017379533030700698,-3.1156131557048626e-26,-6.4327960292815219e-26,2.8126153955378428e-09,-2.0734434861825034e-09,-2.0797414558669321e-09,-4.1359030627651384e-25,0.21812420282325212,79
3939,0.375,0.625,0.09375,3.0517578124999983e-05,0.00027569729446564565,0.00036806285949248164,0.0002919021848564571,0.00029183945302406532,-5.3735018156508272e-26,1.1840688602430721e-25,2.8187733467662329e-09,-2.3242393382575844e-09,-2.3261537618535236e-09,1.0339757656912846e-25,0.22112952446912376,79
3940,0.40625,0.625,0.09375,3.0517578124999983e-05,0.00045131837821748812,0.00053257913388646792,0.00046930016192353504,0.00046930016192353504,-7.9482013833686123e-26,-3.230548191985268e-25,2.4798814596246269e-09,-1.9311209705484876e-09,-1.9311209705484876e-09,-3.1019272970738538e-25,0.21929324632015088,79
3941,0.4375,0.625,0.09375,3.0517578124999983e-05,0.00054375836574991525,0.00061776967851988015,0.00057532714526758414,0.00057532714526758414,-8.2840956166520098e-26,-4.0219771225902276e-25,2.2586460195912122e-09,-1.2952433243498517e-09,-1.2952433243498517e-09,-6.2038545941477076e-25,0.21264826789413568,79
3942,0.46875,0.625,0.09375,3.0517578124999983e-05,0.00046820860011612093,0.00054028252396827871,0.00050553756132883662,0.00050553756132883662,-5.8307568502260566e-26,-3.351448821009871e-26,2.1995216019335255e-09,-1.0603321117993791e-09,-1.0603321117993791e-09,-1.0339757656912846e-24,0.20144995198544324,79
3943,0.5,0.625,0.09375,3.0517578124999983e-05,0.00032326094495481017,0.00038285202600456042,0.00035850863918152656,0.00035850863918152656,-3.0300249660873284e-26,6.9417296857339356e-26,1.8185754714889588e-09,-7.4290120919903047e-10,-7.4290120919903047e-10,0,0.1865066543782844,79
3944,0.53125,0.625,0.09375,3.0517578124999983e-05,0.00016247548081732796,0.00021653113321051126,0.00019456191388268112,0.00019456191388268112,-9.9324228213834207e-27,-7.1718551532544379e-26,1.649647595006814e-09,-6.7044736718231633e-10,-6.7044736718231633e-10,-2.0679515313825692e-25,0.2014499519854433,79
3945,0.5625,0.625,0.09375,3.0517578124999983e-05,3.2321990097289309e-05,7.2545656675543834e-05,4.7320845759393131e-05,4.7320845759393131e-05,-9.044451721323025e-28,6.1696429370662025e-27,1.2275288872758333e-09,-7.6980013782198162e-10,-7.6980013782198162e-10,5.169878828456423e-26,0.21264826789413568,79
3946,0.59375,0.625,0.09375,3.0517578124999983e-05,2.9221399614109815e-05,4.1138969013312534e-05,2.8478298239664668e-05,2.8497329044375977e-05,1.2978453555924211e-28,5.5778001663177714e-27,3.6369535520027825e-10,-3.8637300944970269e-10,-3.8579223538014382e-10,-9.0472879497987402e-26,0.21929324632015082,79
3947,0.625,0.625,0.09375,3.0517578124999983e-05,6.3327212607599114e-05,7.2950066651891157e-05,6.9230304070840663e-05,6.8544611653689855e-05,2.2097051327545392e-27,6.421718338866508e-27,2.9366620008215471e-10,-1.1351814517366022e-10,-1.3444381708378009e-10,-2.5849394142282115e-26,0.22112952446912376,79
3948,0.65625,0.625,0.09375,3.0517578124999983e-05,3.1506807792426407e-05,5.4296357645542559e-05,4.3488870436568744e-05,4.2773436471346687e-05,1.9598335471437626e-27,3.8715385057582404e-26,6.9548186807605432e-10,-3.2981833523479639e-10,-3.5165164716173914e-10,-2.0679515313825692e-25,0.21812420282325207,79
3949,0.6875,0.625,0.09375,3.0517578124999983e-05,-3.849951092519191e-16,1.7085362021581539e-05,1.9572831774496933e-06,1.9572831774496933e-06,-3.2848566291186043e-38,-1.8372030539050389e-37,5.2140387029927131e-10,-4.6167232800695304e-10,-4.6167232800695304e-10,6.4623485355705287e-26,0.210444735704545,79
3950,0.71875,0.625,0.09375,3.0517578124999983e-05,2.4190871338427081e-15,9.5096199250559674e-06,-1.039162790067959e-05,-3.011456237373214e-16,2.5003840122139347e-37,-1.58007459336965e-36,2.902105689281273e-10,-6.0733788530687096e-10,-2.9021056901114221e-10,4.8148248609680896e-35,0.19965349577897831,79
3951,0.75,0.625,0.09375,3.0517578124999983e-05,3.3308586681423908e-05,3.7588806102249011e-05,1.0405410549231749e-05,9.1978876464716287e-06,3.8513420966951767e-27,-2.0365357115692165e-26,1.3062193056717228e-10,-8.2957139749198145e-10,-8.6642207201469011e-10,0,0.18877396610456645,79
3952,0.78125,0.625,0.09375,3.0517578124999983e-05,0.00031499100571757993,0.0002818147284292649,0.00029863678346818341,0.0002946982150584548,3.8317730717219136e-26,2.2077402670392994e-26,-1.012459634042817e-09,5.1336837887324463e-10,3.9317280972869598e-10,-1.0339757656912846e-25,0.17422626997954391,79
3953,0.8125,0.625,0.09375,3.0517578124999983e-05,0.00032774416642252088,0.00031796351544289691,0.00033419929385605123,0.00033419929385605123,3.9720016487379692e-26,3.7682639555376674e-25,-2.9848178038403189e-10,4.95476636143625e-10,4.95476636143625e-10,-3.1019272970738538e-25,0.155571734904356,79
3954,0.84375,0.625,0.09375,3.0517578124999983e-05,0.00014476014460907563,0.0001548932207303332,0.00015535027241875409,0.00015535027241875409,1.654301754809866e-26,6.0660683016240706e-26,3.0923694217704986e-10,1.3948110608547718e-11,1.3948110608547718e-11,0,0.13348463696568788,79
3955,0.875,0.625,0.09375,3.0517578124999983e-05,3.8000453405950577e-05,4.4240320681367843e-05,4.2371088213640282e-05,4.2371088213640282e-05,3.8446108318922335e-27,-8.3302508779577101e-27,1.9042563706717719e-10,-5.7044447867662398e-11,-5.7044447867662398e-11,5.169878828456423e-26,0.10890781903428226,79
3956,0.90625,0.625,0.09375,3.0517578124999983e-05,6.9888880399816591e-06,8.5949209424046128e-06,7.9740983555412664e-06,7.9740983555412664e-06,5.7572812484178392e-28,3.1058202350206452e-27,4.9012234571012959e-11,-1.8946001796366773e-11,-1.8946001796366773e-11,6.4623485355705287e-27,0.082621910501262719,79
3957,0.9375,0.625,0.09375,3.0517578124999983e-05,8.2546594610330001e-07,1.0449308858677167e-06,9.4707237380532986e-07,9.4707237380532986e-07,4.8385299220774531e-29,3.4713646584231411e-28,6.6975384449589974e-12,-2.9864047870601433e-12,-2.9864047870601433e-12,4.0389678347315804e-27,0.055705161147816526,79
3958,0.96875,0.625,0.09375,3.0517578124999983e-05,5.4675982416600854e-08,6.9995094088798708e-08,6.2219647034665658e-08,6.2219647034665658e-08,1.6840320843062403e-30,-6.7444606012949218e-30,4.6750218726189732e-13,-2.3728781293130617e-13,-2.3728781293130617e-13,-3.5340968553901329e-28,0.029318885382531489,79
3959,1,0.625,0.09375,1.5258789062499992e-05,3.4787860989595401e-09,4.3026327629661563e-09,3.8103288414685175e-09,3.8103288414685175e-09,-2.1382070919670131e-46,-2.9905611162800052e-17,1.2600808077084055e-14,-7.5119616927740195e-15,-7.5119616927740195e-15,0,0.0087695998177393358,-1
3960,0,0.65625,0.09375,1.5258789062499992e-05,9.0884665447280803e-11,9.4588252649659464e-11,9.0262782846240803e-11,9.0048069615134974e-11,-0,9.1870683759075707e-19,5.5593549058079639e-17,-6.60014313265786e-17,-6.9277695228950395e-17,1.5561513950648866e-31,0.007152508373853712,-1
3961,0.03125,0.65625,0.09375,3.0517578124999983e-05,1.0050737172193182e-09,1.122253949488408e-09,9.8619553356004898e-10,9.7930485512268116e-10,-2.8548341960581633e-32,1.1690806888471991e-31,3.5760568929775923e-15,-4.1521733376574389e-15,-4.3624601552040612e-15,-1.9721522630525295e-30,0.02795106895619481,-1
3962,0.0625,0.65625,0.09375,3.0517578124999983e-05,1.7133353734750282e-08,1.8494838312715808e-08,1.7136614171328417e-08,1.7083966880361661e-08,-9.90902582760295e-31,3.0660243190766206e-30,4.154921197404558e-14,-4.1449711346050772e-14,-4.3056379161198296e-14,-2.4454688061851366e-29,0.053582710419300981,79
3963,0.09375,0.65625,0.09375,3.0517578124999983e-05,8.6723989329595941e-08,1.006370001760887e-07,8.7537357243104924e-08,8.7537357243104924e-08,-7.5589026994123315e-30,3.5694417347080084e-29,4.2459139546181545e-13,-3.9976937661693642e-13,-3.9976937661693642e-13,-4.6700565589083899e-28,0.080239990214680063,79
3964,0.125,0.65625,0.09375,3.0517578124999983e-05,4.4668044233399217e-07,5.4712199054249502e-07,4.6339229127160341e-07,4.6339229127160341e-07,-5.1481928665117023e-29,2.3980122985627769e-28,3.0652327944489386e-12,-2.5552276388821882e-12,-2.5552276388821882e-12,-1.5146129380243427e-27,0.10675623138516636,79
3965,0.15625,0.65625,0.09375,3.0517578124999983e-05,2.0085100204596266e-06,2.5892354494388506e-06,2.078205527535333e-06,2.078205527535333e-06,-2.8327459292651414e-28,1.6773125543011252e-27,1.7722333648047601e-11,-1.5595395565903238e-11,-1.5595395565903238e-11,-4.4428646182047385e-27,0.13207073291456875,79
3966,0.1875,0.65625,0.09375,3.0517578124999983e-05,9.150470106547249e-06,1.1415943571175741e-05,1.0355630026133336e-05,1.0355630026133336e-05,-1.4962638805580362e-27,4.4757850167261212e-27,6.9136763446914394e-11,-3.2358201447827267e-11,-3.2358201447827267e-11,-6.4623485355705287e-27,0.15534129359991022,79
3967,0.21875,0.65625,0.09375,3.0517578124999983e-05,1.2430238026907857e-05,1.8852151961148267e-05,1.4986875833306486e-05,1.4986875833306486e-05,-2.260216946218854e-27,5.1902639476781476e-27,1.959812602002077e-10,-1.1795886620610896e-10,-1.1795886620610896e-10,-1.2924697071141057e-26,0.17589231795567775,79
3968,0.25,0.65625,0.09375,3.0517578124999983e-05,2.5840306410957445e-05,4.0198599701523023e-05,3.1827185592253837e-05,3.1827185592253837e-05,-5.046010014667506e-27,3.2060696525516303e-26,4.3818033723649808e-10,-2.5547528409634956e-10,-2.5547528409634956e-10,0,0.19453861153898072,79
3969,0.28125,0.65625,0.09375,3.0517578124999983e-05,3.2644757608032449e-05,5.6800638651922815e-05,4.2232547158790083e-05,4.2219377653585274e-05,-6.637812275938206e-27,2.4925012055557381e-26,7.3717898693513048e-10,-4.4458287027382573e-10,-4.4498477167778119e-10,-5.169878828456423e-26,0.21321677776930645,79
3970,0.3125,0.65625,0.09375,3.0517578124999983e-05,2.0785612463236904e-05,5.5850060706594464e-05,3.0771754793902958e-05,3.0710072768377779e-05,-4.2755274328899506e-27,-1.98378575608127e-27,1.0700820386766825e-09,-7.6532915993321206e-10,-7.6721154596608496e-10,2.5849394142282115e-25,0.228683153626109,79
3971,0.34375,0.65625,0.09375,3.0517578124999983e-05,3.3400454626281979e-05,7.6288237776455615e-05,3.8640300185012321e-05,3.8608797957097995e-05,-6.7559526657156637e-27,4.7816257219830682e-27,1.3088312728934819e-09,-1.1489238766919944e-09,-1.1498852483934814e-09,-7.7548182426846345e-26,0.23964193304504824,79
3972,0.375,0.65625,0.09375,3.0517578124999983e-05,0.00010884017964347902,0.00015247680815918979,0.00010711267920353968,0.00010685998502488078,-2.1026912332004843e-26,8.8295814559592118e-26,1.3316842198398052e-09,-1.3844033494766262e-09,-1.3921149638155817e-09,4.5236439748993701e-25,0.24559297489777096,79
3973,0.40625,0.65625,0.09375,3.0517578124999983e-05,0.00022913781306520934,0.0002706531932949961,0.00022955759693942245,0.00022955759693942245,-4.0970702774461517e-26,6.0139719673473839e-26,1.2669488595515977e-09,-1.2541380723746834e-09,-1.2541380723746834e-09,-6.2684780795034128e-25,0.24630758398325966,79
3974,0.4375,0.65625,0.09375,3.0517578124999983e-05,0.00031092514655790344,0.000355561460334409,0.00032483666076203396,0.00032483666076203396,-4.9643333022234221e-26,-3.0416669222087507e-25,1.3621921928865208e-09,-9.376464713249212e-10,-9.376464713249212e-10,9.8227697740672036e-25,0.24179979809741703,79
3975,0.46875,0.65625,0.09375,3.0517578124999983e-05,0.00029395799882599806,0.00034358493208207008,0.00031756133497283029,0.00031756133497283029,-4.012669916362793e-26,1.0520793385122309e-25,1.5144938127463364e-09,-7.9417715787474874e-10,-7.9417715787474874e-10,1.1373733422604131e-24,0.23224266260319618,79
3976,0.5,0.65625,0.09375,3.0517578124999983e-05,0.00020817439869515514,0.00025414455092857358,0.00023450604074146773,0.00023450604074146773,-2.2944662145879986e-26,4.4703525921882857e-26,1.4028977122014884e-09,-5.9931976889361094e-10,-5.9931976889361094e-10,1.4475660719677984e-24,0.21843133363071843,79
3977,0.53125,0.65625,0.09375,3.0517578124999983e-05,9.4307401971766233e-05,0.00014054816573161259,0.00011888056318333288,0.00011886921786617969,-7.7156879948730182e-27,-8.550693274145252e-26,1.4111561206007788e-09,-6.6124275354857477e-10,-6.6158898515115031e-10,5.169878828456423e-25,0.23224266260319623,79
3978,0.5625,0.65625,0.09375,3.0517578124999983e-05,1.3098060214965385e-05,4.768685220082143e-05,1.7204692296488379e-05,1.7203684224785599e-05,-6.8612551470096977e-28,-9.3756241243913448e-28,1.0555661616777352e-09,-9.302416962992259e-10,-9.3027246020617108e-10,-7.7548182426846345e-26,0.24179979809741708,79
3979,0.59375,0.65625,0.09375,3.0517578124999983e-05,0.0001115113985990249,0.00010206402266487359,9.7046715956412692e-05,9.7274868032172458e-05,-2.5712302354298816e-27,-3.0597719126464306e-26,-2.8831103314670708e-10,-1.5311604945254188e-10,-1.461534006561624e-10,-2.5849394142282115e-25,0.24630758398325969,79
3980,0.625,0.65625,0.09375,3.0517578124999983e-05,0.00021971115728743135,0.00020256413780985865,0.00021964362609986211,0.00021960564280354639,1.1064724693628235e-27,-2.5687399622505581e-25,-5.2328550651772132e-10,5.2122461822520261e-10,5.2006546001244295e-10,1.0501316370302109e-25,0.24559297489777102,79
3981,0.65625,0.65625,0.09375,3.0517578124999983e-05,0.00015809175873163277,0.00017198559668467827,0.00017593086213397427,0.0001760349023865768,4.8721855455862849e-27,6.2239361057145529e-26,4.2400628518815512e-10,1.2039994657275397e-10,1.2357500310969642e-10,7.2378303598389922e-25,0.2396419330450483,79
3982,0.6875,0.65625,0.09375,3.0517578124999983e-05,4.3755696826894733e-05,6.6985118602149176e-05,5.675656197213099e-05,5.6371656005752222e-05,2.3321455414128396e-27,-1.4616203825191663e-26,7.0890569382490344e-10,-3.1215077606256653e-10,-3.2389717396230918e-10,-2.0679515313825692e-25,0.22868315362610903,79
3983,0.71875,0.65625,0.09375,3.0517578124999983e-05,1.9972840282946595e-06,1.456575852973794e-05,4.8463155330208209e-06,4.7639681244740729e-06,1.4303288090014757e-28,-3.16908162168618e-27,3.8355940250986552e-10,-2.9661386098379863e-10,-2.991269044575153e-10,0,0.21321677776930653,79
3984,0.75,0.65625,0.09375,3.0517578124999983e-05,6.0218812544847932e-13,7.4340553109486307e-06,-9.5206778147254019e-06,1.0790461982322728e-14,5.1221066490236712e-35,-1.0165543007334331e-33,2.2686934536012271e-10,-5.1741739275128245e-10,-2.2686936340814711e-10,9.2444637330587321e-33,0.19453861153898086,79
3985,0.78125,0.65625,0.09375,3.0517578124999983e-05,0.00020741863058392816,0.00017996205546222163,0.00018823811098236725,0.00018362136266550407,1.9314044263789397e-26,-1.6610167659630137e-25,-8.3790817632161034e-10,2.5256517090288168e-10,1.1167319345954729e-10,3.1019272970738538e-25,0.17589231795567781,79
3986,0.8125,0.65625,0.09375,3.0517578124999983e-05,0.00040832101518321337,0.00037266260424597688,0.00040530499781391775,0.00040530499781391775,3.8985683303636475e-26,1.2360889901769462e-25,-1.0882083415904683e-09,9.9616679589663295e-10,9.9616679589663295e-10,-7.7548182426846345e-25,0.1553412935999102,79
3987,0.84375,0.65625,0.09375,3.0517578124999983e-05,0.00023442672887044253,0.0002339878617129474,0.00024249342226492771,0.00024249342226492771,2.1579640591582401e-26,1.0837292350668639e-26,-1.3393162765354586e-11,2.5956910864197745e-10,2.5956910864197745e-10,-1.0339757656912846e-25,0.13207073291456881,79
3988,0.875,0.65625,0.09375,3.0517578124999983e-05,7.2806069340831654e-05,7.8547247616655592e-05,7.7405272897703521e-05,7.7405272897703521e-05,6.040883710201207e-27,-7.3503534218178353e-26,1.7520685656200978e-10,-3.4850302702394705e-11,-3.4850302702394705e-11,0,0.10675623138516649,79
3989,0.90625,0.65625,0.09375,3.0517578124999983e-05,1.4156310747828172e-05,1.6160168785527832e-05,1.5318907703685736e-05,1.5318907703685736e-05,9.7091479967456494e-28,-1.9421818108771435e-27,6.1152894216908567e-11,-2.5673250788638215e-11,-2.5673250788638215e-11,6.4623485355705287e-27,0.080239990214680076,79
3990,0.9375,0.65625,0.09375,3.0517578124999983e-05,1.5784527682610255e-06,1.8766013938635501e-06,1.7218313698779483e-06,1.7218313698779483e-06,7.8046330906307145e-29,8.8270345537093673e-29,9.0987739746864132e-12,-4.7232062983887228e-12,-4.7232062983887228e-12,1.6155871338926322e-27,0.053582710419301044,79
