case,category,topology,order,mode,operation,iterations,seconds,ns_per_call,min_ns_per_call,max_ns_per_call,allocations_per_call,model_lower_bound_ns,measured_to_model_bound,modeled_flops_per_call,estimated_bytes_per_call
lagrange_pyramid_order2_point_hessians,lagrange_scalar_point,pyramid,2,point,hessians,5000,0.00119842,239.684,237.8646,243.312,0.0,0,0,2772,1008
lagrange_pyramid_order2_point_all,lagrange_scalar_point,pyramid,2,point,all,5000,0.001708566,341.7132,335.0632,344.365,0.0,0,0,4004,1456
lagrange_pyramid_order2_strided_values,lagrange_strided_batch,pyramid,2,strided,values,1000,0.000346938,346.938,346.321,355.066,0.0,0,0,1232,560
lagrange_pyramid_order2_strided_gradients,lagrange_strided_batch,pyramid,2,strided,gradients,1000,0.000846771,846.771,796.559,1114.409,0.0,0,0,3696,1680
lagrange_pyramid_order2_strided_hessians,lagrange_strided_batch,pyramid,2,strided,hessians,1000,0.001140571,1140.571,1134.895,1146.224,0.0,0,0,11088,5040
lagrange_pyramid_order2_strided_all,lagrange_strided_batch,pyramid,2,strided,all,1000,0.001564687,1564.687,1562.371,1600.33,0.0,0,0,16016,7280
lagrange_pyramid_order3_construction,lagrange_construction,pyramid,3,construction,construction,20,3.437e-06,171.85,171.45,35954.25,1.0,0,0,0,0
lagrange_pyramid_order3_point_values,lagrange_scalar_point,pyramid,3,point,values,1666,0.001045687,627.663265306,616.857743097,641.799519808,0.0,0,0,2220,240
lagrange_pyramid_order3_point_gradients,lagrange_scalar_point,pyramid,3,point,gradients,1666,0.001869717,1122.27911164,1059.37334934,1241.46218487,0.0,0,0,6660,720
lagrange_pyramid_order3_point_hessians,lagrange_scalar_point,pyramid,3,point,hessians,1666,0.004010047,2406.9909964,2375.46698679,2431.86494598,0.0,0,0,19980,2160
lagrange_pyramid_order3_point_all,lagrange_scalar_point,pyramid,3,point,all,1666,0.00400223,2402.29891957,2391.16206483,2547.42857143,0.0,0,0,28860,3120
lagrange_pyramid_order3_strided_values,lagrange_strided_batch,pyramid,3,strided,values,333,0.00089913,2700.09009009,2679.01501502,2768.56756757,0.0,0,0,8880,1200
lagrange_pyramid_order3_strided_gradients,lagrange_strided_batch,pyramid,3,strided,gradients,333,0.00235239,7064.23423423,6924.05105105,7410.54354354,0.0,0,0,26640,3600
lagrange_pyramid_order3_strided_hessians,lagrange_strided_batch,pyramid,3,strided,hessians,333,0.007051304,21175.0870871,21081.3873874,22447.8858859,0.0,0,0,79920,10800
lagrange_pyramid_order3_strided_all,lagrange_strided_batch,pyramid,3,strided,all,333,0.010486304,31490.4024024,30631.3243243,31559.2462462,0.0,0,0,115440,15600
lagrange_pyramid_order4_construction,lagrange_construction,pyramid,4,construction,construction,20,3.138e-06,156.9,155.3,146300.8,1.0,0,0,0,0
lagrange_pyramid_order4_point_values,lagrange_scalar_point,pyramid,4,point,values,833,0.00174651,2096.65066026,1990.32172869,2107.80432173,0.0,0,0,7040,440
lagrange_pyramid_order4_point_gradients,lagrange_scalar_point,pyramid,4,point,gradients,833,0.002588617,3107.58343337,3090.42977191,3189.33133253,0.0,0,0,21120,1320
lagrange_pyramid_order4_point_hessians,lagrange_scalar_point,pyramid,4,point,hessians,833,0.006118177,7344.75030012,7286.5270108,7774.6302521,0.0,0,0,63360,3960
lagrange_pyramid_order4_point_all,lagrange_scalar_point,pyramid,4,point,all,833,0.006089686,7310.54741897,7174.62184874,7404.73589436,0.0,0,0,91520,5720
lagrange_pyramid_order4_strided_values,lagrange_strided_batch,pyramid,4,strided,values,166,0.001429011,8608.5,8329.31325301,9101.19879518,0.0,0,0,28160,2200
lagrange_pyramid_order4_strided_gradients,lagrange_strided_batch,pyramid,4,strided,gradients,166,0.00455514,27440.6024096,27175.2048193,28210.6807229,0.0,0,0,84480,6600
lagrange_pyramid_order4_strided_hessians,lagrange_strided_batch,pyramid,4,strided,hessians,166,0.012793146,77067.1445783,76944.5361446,77758.0180723,0.0,0,0,253440,19800
lagrange_pyramid_order4_strided_all,lagrange_strided_batch,pyramid,4,strided,all,166,0.018913726,113938.108434,113724.210843,114661.307229,0.0,0,0,366080,28600
lagrange_pyramid_order5_construction,lagrange_construction,pyramid,5,construction,construction,20,3.568e-06,178.4,177.6,338.15,1.0,0,0,0,0
lagrange_pyramid_order5_point_values,lagrange_scalar_point,pyramid,5,point,values,454,0.002851898,6281.71365639,5840.83480176,6293.68722467,0.0,0,0,18564,728
lagrange_pyramid_order5_point_gradients,lagrange_scalar_point,pyramid,5,point,gradients,454,0.003874478,8534.09251101,8525.60792952,8583.73348018,0.0,0,0,55692,2184
lagrange_pyramid_order5_point_hessians,lagrange_scalar_point,pyramid,5,point,hessians,454,0.008950304,19714.3259912,19256.3348018,20020.7356828,0.0,0,0,167076,6552
lagrange_pyramid_order5_point_all,lagrange_scalar_point,pyramid,5,point,all,454,0.008807588,19399.9735683,18910.1035242,19440.8810573,0.0,0,0,241332,9464
lagrange_pyramid_order5_strided_values,lagrange_strided_batch,pyramid,5,strided,values,90,0.001928825,21431.3888889,21270.7777778,21962.6444444,0.0,0,0,74256,3640
lagrange_pyramid_order5_strided_gradients,lagrange_strided_batch,pyramid,5,strided,gradients,90,0.006749154,74990.6,71424.9777778,75160.3111111,0.0,0,0,222768,10920
lagrange_pyramid_order5_strided_hessians,lagrange_strided_batch,pyramid,5,strided,hessians,90,0.018012898,200143.311111,199166.455556,200873.4,0.0,0,0,668304,32760
lagrange_pyramid_order5_strided_all,lagrange_strided_batch,pyramid,5,strided,all,90,0.027154721,301719.122222,298329.966667,305988.044444,0.0,0,0,965328,47320
lagrange_pyramid_order6_construction,lagrange_construction,pyramid,6,construction,construction,20,3.908e-06,195.4,191.75,2218614.95,1.0,0,0,0,0
lagrange_pyramid_order6_point_values,lagrange_scalar_point,pyramid,6,point,values,294,0.004833071,16439.0170068,16413.1938776,17059.0544218,0.0,0,0,42840,1120
lagrange_pyramid_order6_point_gradients,lagrange_scalar_point,pyramid,6,point,gradients,294,0.005787047,19683.8333333,19225.4897959,19720.1462585,0.0,0,0,128520,3360
lagrange_pyramid_order6_point_hessians,lagrange_scalar_point,pyramid,6,point,hessians,294,0.013400509,45579.962585,43638.1734694,46763.1870748,0.0,0,0,385560,10080
lagrange_pyramid_order6_point_all,lagrange_scalar_point,pyramid,6,point,all,294,0.012771132,43439.2244898,43124.047619,43461.1972789,0.0,0,0,556920,14560
lagrange_pyramid_order6_strided_values,lagrange_strided_batch,pyramid,6,strided,values,58,0.002949116,50846.8275862,50211.0344828,51236.8448276,0.0,0,0,171360,5600
lagrange_pyramid_order6_strided_gradients,lagrange_strided_batch,pyramid,6,strided,gradients,58,0.009641279,166228.948276,165473.931034,168811.965517,0.0,0,0,514080,16800
lagrange_pyramid_order6_strided_hessians,lagrange_strided_batch,pyramid,6,strided,hessians,58,0.02698302,465224.482759,460737.827586,466130.758621,0.0,0,0,1542240,50400
lagrange_pyramid_order6_strided_all,lagrange_strided_batch,pyramid,6,strided,all,58,0.0414864,715282.758621,702674.758621,727618.241379,0.0,0,0,2227680,72800
lagrange_pyramid_order7_construction,lagrange_construction,pyramid,7,construction,construction,20,7.991e-06,399.55,200.2,6850612.95,1.0,0,0,0,0
lagrange_pyramid_order7_point_values,lagrange_scalar_point,pyramid,7,point,values,200,0.007748403,38742.015,37343.02,39202.385,0.0,0,0,89352,1632
lagrange_pyramid_order7_point_gradients,lagrange_scalar_point,pyramid,7,point,gradients,200,0.008472008,42360.04,42142.14,42662.185,0.0,0,0,268056,4896
lagrange_pyramid_order7_point_hessians,lagrange_scalar_point,pyramid,7,point,hessians,200,0.019346363,96731.815,92655.815,97590.675,0.0,0,0,804168,14688
lagrange_pyramid_order7_point_all,lagrange_scalar_point,pyramid,7,point,all,200,0.018140989,90704.945,90251.345,91007.83,0.0,0,0,1161576,21216
lagrange_pyramid_order7_strided_values,lagrange_strided_batch,pyramid,7,strided,values,40,0.004334805,108370.125,106092.4,109722.225,0.0,0,0,357408,8160
lagrange_pyramid_order7_strided_gradients,lagrange_strided_batch,pyramid,7,strided,gradients,40,0.014106394,352659.85,348537.8,353047.875,0.0,0,0,1072224,24480
lagrange_pyramid_order7_strided_hessians,lagrange_strided_batch,pyramid,7,strided,hessians,40,0.039040049,976001.225,970831.725,985029.35,0.0,0,0,3216672,73440
lagrange_pyramid_order7_strided_all,lagrange_strided_batch,pyramid,7,strided,all,40,0.058420285,1460507.125,1448522.075,1464568.975,0.0,0,0,4646304,106080
lagrange_pyramid_order8_construction,lagrange_construction,pyramid,8,construction,construction,20,4.977e-06,248.85,244.7,18750433.8,1.0,0,0,0,0
lagrange_pyramid_order8_point_values,lagrange_scalar_point,pyramid,8,point,values,142,0.010883913,76647.2746479,73516.6408451,82101.3309859,0.0,0,0,172140,2280
lagrange_pyramid_order8_point_gradients,lagrange_scalar_point,pyramid,8,point,gradients,142,0.011633381,81925.2183099,81914.7605634,84684.6619718,0.0,0,0,516420,6840
lagrange_pyramid_order8_point_hessians,lagrange_scalar_point,pyramid,8,point,hessians,142,0.026922196,189592.929577,185651.323944,191209.746479,0.0,0,0,1549260,20520
lagrange_pyramid_order8_point_all,lagrange_scalar_point,pyramid,8,point,all,142,0.026191254,184445.450704,181556.612676,185148.288732,0.0,0,0,2237820,29640
lagrange_pyramid_order8_strided_values,lagrange_strided_batch,pyramid,8,strided,values,28,0.005855983,209142.25,209104.964286,215649.928571,0.0,0,0,688560,11400
lagrange_pyramid_order8_strided_gradients,lagrange_strided_batch,pyramid,8,strided,gradients,28,0.019074662,681237.928571,680430.75,687004.321429,0.0,0,0,2065680,34200
lagrange_pyramid_order8_strided_hessians,lagrange_strided_batch,pyramid,8,strided,hessians,28,0.05508184,1967208.57143,1914076.5,1969160.39286,0.0,0,0,6197040,102600
lagrange_pyramid_order8_strided_all,lagrange_strided_batch,pyramid,8,strided,all,28,0.081955337,2926976.32143,2898325.14286,2928118.53571,0.0,0,0,8951280,148200
