step,time,previous_measure,low_order_measure,raw_target_measure,limited_measure,cumulative_boundary_transfer,cumulative_discrete_divergence_source,accounted_measure,raw_measure_error,accounted_balance_error,minimum_indicator,maximum_indicator,maximum_courant,maximum_local_balance_residual,maximum_component_balance_residual,components
32,0.22535211267605634,0.014160156250083312,0.014160156250095068,0.014160156250095068,0.014160156250095068,-9.3067361953448195e-19,9.5074328816637211e-14,0.014160156250095065,9.5076724271336843e-14,3.4694469519536142e-18,-1.3314002678121994e-16,0.99999999999999933,0.48605453900468515,5.9292306307801024e-21,5.4133524973216703e-17,1
33,0.23239436619718309,0.014160156250095068,0.014160156250107268,0.014160156250107268,0.014160156250107268,-1.1165753198094847e-18,1.0727434648445256e-13,0.014160156250107265,1.0727703447788173e-13,3.4694469519536142e-18,-1.3335686721571705e-16,0.99999999999999556,0.48519334493946598,5.7174723939665273e-21,7.1465462022757281e-17,1
34,0.23943661971830987,0.014160156250107268,0.014160156250119918,0.014160156250119918,0.014160156250119918,-1.3072012487298799e-18,1.199245993281837e-13,0.014160156250119914,1.199266380647046e-13,3.4694469519536142e-18,-1.3357370765021415e-16,0.99999999999999545,0.48430576366783989,5.7174723939665273e-21,9.586489309167748e-17,1
35,0.24647887323943662,0.014160156250119918,0.014160156250132909,0.014160156250132909,0.014160156250132909,-1.5019297934331973e-18,1.3291501476231633e-13,0.014160156250132904,1.3291798217629491e-13,5.2041704279304213e-18,-1.3400738851920835e-16,0.99999999999999545,0.48339184346085251,6.246867986000465e-21,8.091275772760517e-17,1
36,0.25352112676056338,0.014160156250132909,0.014160156250145798,0.014160156250145798,0.014160156250145798,-1.700110934939571e-18,1.458038629723664e-13,0.014160156250145793,1.4580697760280259e-13,5.2041704279304213e-18,-1.3422422895370545e-16,0.99999999999999489,0.48245163402199104,5.5057141571529522e-21,7.0167215312094499e-17,1
37,0.26056338028169013,0.014160156250145798,0.014160156250158857,0.014160156250158857,0.014160156250158857,-1.9011265610161065e-18,1.5886345634050266e-13,0.014160156250158852,1.5886597592995599e-13,5.2041704279304213e-18,-1.34332649170954e-16,0.99999999999999489,0.48148518648448063,5.5057141571529522e-21,9.3321922301414281e-17,1
38,0.26760563380281693,0.014160156250158857,0.014160156250171854,0.014160156250171854,0.014160156250171854,-2.1043814496924695e-18,1.718593616525036e-13,0.014160156250171849,1.7186252421197423e-13,5.2041704279304213e-18,-1.3465790982269965e-16,0.99999999999999489,0.4804925534085035,6.3527471044072525e-21,1.4222163873270824e-16,1
39,0.27464788732394368,0.014160156250171854,0.014160156250184514,0.014160156250184514,0.014160156250184514,-2.3092707843900146e-18,1.8451996877763885e-13,0.014160156250184509,1.8452253613965297e-13,5.2041704279304213e-18,-1.3530843112619095e-16,0.99999999999999434,0.47947378877834057,5.7174723939665273e-21,4.7152087541894042e-17,1
40,0.28169014084507044,0.014160156250184514,0.014160156250197056,0.014160156250197054,0.014160156250197054,-2.5152157999712683e-18,1.9706050490260854e-13,0.014160156250197049,1.9706285214748931e-13,5.2041704279304213e-18,-1.3552527156068805e-16,0.99999999999999223,0.47842894799943575,6.3527471044072525e-21,5.4597284404030018e-17,1
41,0.28873239436619719,0.014160156250197054,0.014160156250209343,0.014160156250209343,0.014160156250209343,-2.7216593782047447e-18,2.0934839818190056e-13,0.014160156250209338,2.0935163325130901e-13,5.2041704279304213e-18,-1.3617579286417936e-16,0.99999999999999223,0.47735808789538209,6.3527471044072525e-21,2.3507176467770355e-17,1
42,0.29577464788732394,0.014160156250209343,0.014160156250221236,0.014160156250221234,0.014160156250221234,-2.9280648264314136e-18,2.2124051724608058e-13,0.014160156250221229,2.2124316267913002e-13,5.2041704279304213e-18,-1.3620289791849149e-16,0.99999999999999223,0.47626126670483221,6.5645053412208276e-21,6.7916798671876454e-17,1
43,0.30281690140845069,0.014160156250221234,0.014160156250232933,0.014160156250232933,0.014160156250232933,-3.1339001257375596e-18,2.3293868870532869e-13,0.014160156250232927,2.3294213780111761e-13,6.9388939039072284e-18,-1.3639263329867646e-16,0.99999999999999223,0.47513854407833039,4.6586812098986519e-21,9.753887876322605e-17,1
44,0.3098591549295775,0.014160156250232933,0.014160156250244176,0.014160156250244176,0.014160156250244176,-3.3387049036635394e-18,2.4418202731458089e-13,0.014160156250244169,2.441848806489233e-13,6.9388939039072284e-18,-1.3747683547116196e-16,0.99999999999999223,0.47398998107506901,5.558653716356346e-21,3.164777997375069e-17,1
45,0.31690140845070425,0.014160156250244176,0.0141601562502549,0.0141601562502549,0.0141601562502549,-3.5420277829238595e-18,2.5490484955347679e-13,0.014160156250254893,2.5490894117741192e-13,6.9388939039072284e-18,-1.3834419720915037e-16,0.99999999999999223,0.47281564015956706,5.6115932755597397e-21,4.9448625679267118e-17,1
46,0.323943661971831,0.0141601562502549,0.014160156250265312,0.014160156250265312,0.014160156250265312,-3.7434410688639568e-18,2.6531716879599451e-13,0.014160156250265305,2.6532075148022471e-13,6.9388939039072284e-18,-1.3845261742639892e-16,0.99999999999999223,0.47161558519827396,5.9292306307801024e-21,1.0516348061829545e-16,1
47,0.33098591549295775,0.014160156250265312,0.014160156250275453,0.014160156250275453,0.014160156250275453,-3.9425273639836668e-18,2.7545814194218628e-13,0.014160156250275446,2.7546194492078513e-13,6.9388939039072284e-18,-1.3921155894713877e-16,0.99999999999999223,0.47038988145609545,5.6115932755597397e-21,7.0652164111671701e-17,1
48,0.3380281690140845,0.014160156250275453,0.014160156250285383,0.014160156250285383,0.014160156250285383,-4.1389228645514015e-18,2.8538767546728044e-13,0.014160156250285374,2.8539150209727637e-13,8.6736173798840355e-18,-1.3942839938163587e-16,0.99999999999999223,0.46913859559284427,5.5057141571529522e-21,7.652228439002937e-17,1
49,0.34507042253521125,0.014160156250285383,0.014160156250295311,0.014160156250295309,0.014160156250295309,-4.3322954952919536e-18,2.9531445699736771e-13,0.014160156250295302,2.9531758982681566e-13,6.9388939039072284e-18,-1.3964523981613297e-16,0.99999999999999201,0.46786179565961589,5.9292306307801024e-21,1.192057297938168e-16,1
50,0.35211267605633806,0.014160156250295309,0.014160156250305325,0.014160156250305325,0.014160156250305325,-4.5223486217604361e-18,3.0532947775418294e-13,0.014160156250305317,3.0533388317710575e-13,8.6736173798840355e-18,-1.4007892068512717e-16,0.99999999999999201,0.46655955109508546,6.0351097491868899e-21,5.8538575430384189e-17,1
51,0.35915492957746481,0.014160156250305325,0.014160156250315449,0.014160156250315449,0.014160156250315449,-4.7088068819933762e-18,3.1545428263206975e-13,0.01416015625031544,3.1545772938290639e-13,8.6736173798840355e-18,-1.4010602573943931e-16,0.99999999999999201,0.4652319327217338,6.1409888675936775e-21,7.2788095930733292e-17,1
52,0.36619718309859156,0.014160156250315449,0.014160156250325826,0.014160156250325826,0.014160156250325826,-4.8914246255223589e-18,3.2583050020259833e-13,0.014160156250325817,3.2583484521619965e-13,8.6736173798840355e-18,-1.4018734090237572e-16,0.99999999999999201,0.46387901274199383,6.1409888675936775e-21,5.8172733078066836e-17,1
53,0.37323943661971831,0.014160156250325826,0.014160156250336607,0.014160156250336606,0.014160156250336606,-5.0699617342541743e-18,3.3661112134678294e-13,0.014160156250336597,3.3661441689591953e-13,8.6736173798840355e-18,-1.4051260155412137e-16,0.99999999999999201,0.46250086473432472,5.6115932755597397e-21,3.6357002797955732e-17,1
54,0.38028169014084506,0.014160156250336606,0.014160156250347968,0.014160156250347966,0.014160156250347966,-5.2442165493759926e-18,3.4797168682094171e-13,0.014160156250347958,3.4797512094009164e-13,8.6736173798840355e-18,-1.4072944198861848e-16,0.99999999999999201,0.46109756364921034,6.3527471044072525e-21,6.6812864273899559e-17,1
55,0.38732394366197181,0.014160156250347966,0.014160156250359981,0.014160156250359981,0.014160156250359981,-5.4140012740413924e-18,3.5998486965395451e-13,0.014160156250359971,3.5998981573470701e-13,1.0408340855860843e-17,-1.4078365209724275e-16,0.99999999999999201,0.45966918580508281,5.8233515123733148e-21,9.1627913391895066e-17,1
56,0.39436619718309862,0.014160156250359981,0.014160156250372768,0.014160156250372768,0.014160156250372768,-5.5791708998700939e-18,3.727720976060774e-13,0.014160156250372757,3.7277646247613205e-13,1.0408340855860843e-17,-1.4081075715155489e-16,0.99999999999999201,0.45821580888417229,6.246867986000465e-21,5.9826157508204478e-17,1
57,0.40140845070422537,0.014160156250372768,0.014160156250386524,0.014160156250386524,0.014160156250386524,-5.7396034024241404e-18,3.8652857785614137e-13,0.014160156250386514,3.8653281964062813e-13,1.0408340855860843e-17,-1.4137996329210978e-16,0.99999999999999201,0.45673751192828155,6.1409888675936775e-21,5.8357228837757947e-17,1
58,0.40845070422535212,0.014160156250386524,0.014160156250401398,0.014160156250401396,0.014160156250401396,-5.8951844827386455e-18,4.0140092772391582e-13,0.014160156250401386,4.014046040001773e-13,1.0408340855860843e-17,-1.4143417340073405e-16,0.99999999999999201,0.45523437533448829,5.082197683525802e-21,7.2411569636076022e-17,1
59,0.41549295774647887,0.014160156250401396,0.014160156250417874,0.014160156250417874,0.014160156250417874,-6.0458349654202989e-18,4.1787796814087732e-13,0.014160156250417864,4.1788274229848099e-13,1.0408340855860843e-17,-1.4146127845504619e-16,0.99999999999999201,0.45370648085077148,5.2939559203393771e-21,2.5050930345464784e-17,1
60,0.42253521126760563,0.014160156250417874,0.014160156250436212,0.01416015625043621,0.01416015625043621,-6.1914946344695713e-18,4.3621495545713824e-13,0.0141601562504362,4.3621876943955584e-13,1.0408340855860843e-17,-1.4151548856367047e-16,0.99999999999999201,0.45215391157156692,6.3527471044072525e-21,6.8006407108860232e-17,1
61,0.42957746478873238,0.01416015625043621,0.014160156250456531,0.014160156250456531,0.014160156250456531,-6.3321094941763757e-18,4.5653522899713368e-13,0.01416015625045652,4.5653932023714816e-13,1.0408340855860843e-17,-1.4181364416110398e-16,0.99999999999999178,0.4505767519332472,5.9292306307801024e-21,1.261537390859027e-16,1
62,0.43661971830985918,0.014160156250456531,0.014160156250478889,0.014160156250478889,0.014160156250478889,-6.4676505324327429e-18,4.7889286473279648e-13,0.014160156250478877,4.7889817111901323e-13,1.214306433183765e-17,-1.4192206437835253e-16,0.99999999999999178,0.44897508770952982,5.5057141571529522e-21,1.3964452165534021e-16,1
63,0.44366197183098594,0.014160156250478889,0.014160156250503453,0.014160156250503453,0.014160156250503453,-6.5980940731432804e-18,5.0345741724648663e-13,0.014160156250503443,5.0346185553884482e-13,1.0408340855860843e-17,-1.4203048459560108e-16,0.99999999999999178,0.44734900600681216,6.3527471044072525e-21,4.5527524283433685e-17,1
64,0.45070422535211269,0.014160156250503453,0.014160156250530463,0.014160156250530463,0.014160156250530463,-6.7234262425043252e-18,5.3046608154516173e-13,0.014160156250530451,5.304715000598037e-13,1.214306433183765e-17,-1.4224732503009818e-16,0.99999999999999178,0.44569859525943512,5.082197683525802e-21,6.2969568378286961e-17,1
65,0.45774647887323944,0.014160156250530463,0.014160156250560245,0.014160156250560245,0.014160156250560245,-6.8436577835164653e-18,5.6024841074625447e-13,0.014160156250560232,5.6025323269537353e-13,1.214306433183765e-17,-1.4268100589909238e-16,0.99999999999999178,0.44402394522487271,4.6586812098986519e-21,6.8782460398609696e-17,1
66,0.46478873239436619,0.014160156250560245,0.014160156250593223,0.014160156250593223,0.014160156250593223,-6.9588104373068116e-18,5.9322636645042428e-13,0.014160156250593211,5.9323206069716861e-13,1.214306433183765e-17,-1.4278942611634093e-16,0.99999999999999156,0.44232514697885089,6.3527471044072525e-21,1.7768377651552197e-17,2
67,0.471830985915493,0.014160156250593223,0.014160156250630114,0.014160156250630114,0.014160156250630114,-7.0689193519891098e-18,6.3011709450953374e-13,0.014160156250630102,6.3012269013729139e-13,1.214306433183765e-17,-1.4289784633358948e-16,0.99999999999999156,0.44060229291039416,5.5057141571529522e-21,5.8939664349268036e-17,2
68,0.47887323943661975,0.014160156250630114,0.014160156250671166,0.014160156250671165,0.014160156250671165,-7.1740097355875682e-18,6.7116880616846089e-13,0.014160156250671152,6.7117318647280655e-13,1.214306433183765e-17,-1.4333152720258369e-16,0.99999999999999156,0.43885547671680192,5.5057141571529522e-21,3.4379438675049419e-17,2
69,0.4859154929577465,0.014160156250671165,0.014160156250716587,0.014160156250716587,0.014160156250716587,-7.2741238171046586e-18,7.1659010206126839e-13,0.014160156250716574,7.1659518596778327e-13,1.214306433183765e-17,-1.4376520807157789e-16,0.99999999999999156,0.43708479339855144,5.2939559203393771e-21,6.9112011067505989e-17,2
70,0.49295774647887325,0.014160156250716587,0.014160156250766599,0.014160156250766599,0.014160156250766599,-7.3693116722791693e-18,7.666021757479369e-13,0.014160156250766586,7.6660726378019461e-13,1.214306433183765e-17,-1.4398204850607499e-16,0.99999999999999156,0.43529033925413224,5.5057141571529522e-21,4.491740933114892e-17,2
71,0.5,0.014160156250766599,0.014160156250821654,0.014160156250821654,0.014160156250821654,-7.4596286368598196e-18,8.2165749243309759e-13,0.014160156250821641,8.2166218273727054e-13,1.214306433183765e-17,-1.4400915356038713e-16,0.99999999999998845,0.43347221187480822,4.8174998875088332e-21,6.5485283696613509e-17,1
72,0.50704225352112675,0.014160156250821654,0.01416015625088228,0.01416015625088228,0.01416015625088228,-7.5451333592428752e-18,8.8228362546155065e-13,0.014160156250882268,8.8228903349918397e-13,1.214306433183765e-17,-1.4409046872332354e-16,0.99999999999997324,0.43163051013931125,5.7174723939665273e-21,1.0131175497675912e-16,1
73,0.5140845070422535,0.01416015625088228,0.014160156250948977,0.014160156250948977,0.014160156250948977,-7.6259010552660002e-18,9.489803939363203e-13,0.014160156250948965,9.4898568170354025e-13,1.214306433183765e-17,-1.4419888894057209e-16,0.99999999999997324,0.42976533420846219,5.2939559203393771e-21,4.7748877984528467e-17,1
74,0.52112676056338025,0.014160156250948977,0.014160156251022444,0.014160156251022444,0.014160156251022444,-7.7020210120748736e-18,1.0224476047309414e-12,0.01416015625102243,1.022452955634634e-12,1.3877787807814457e-17,-1.4441572937506919e-16,0.99999999999997324,0.42787678551972463,5.6115932755597397e-21,4.8628869891591155e-17,1
75,0.528169014084507,0.014160156251022444,0.014160156251103669,0.014160156251103669,0.014160156251103669,-7.773571885021261e-18,1.1036721852201674e-12,0.014160156251103655,1.103677912950296e-12,1.3877787807814457e-17,-1.4463256980956629e-16,0.99999999999997324,0.42596496678168799,5.9821701899834961e-21,3.2678044709946029e-17,1
76,0.53521126760563387,0.014160156251103669,0.014160156251193075,0.014160156251193075,0.014160156251193075,-7.8406245818034716e-18,1.1930780233247414e-12,0.014160156251193061,1.1930838261786647e-12,1.3877787807814457e-17,-1.4474099002681484e-16,0.99999999999997324,0.42402998196848191,5.082197683525802e-21,1.0180436667413343e-16,1
77,0.54225352112676062,0.014160156251193075,0.014160156251291096,0.014160156251291096,0.014160156251291096,-7.9032663838925465e-18,1.2910992425726154e-12,0.014160156251291082,1.2911043761887342e-12,1.3877787807814457e-17,-1.4495783046131194e-16,0.99999999999997324,0.42207193631412104,5.7174723939665273e-21,7.6954076094826774e-17,1
78,0.54929577464788737,0.014160156251291096,0.014160156251398277,0.014160156251398277,0.014160156251398277,-7.9615885526671546e-18,1.3982814325739706e-12,0.014160156251398265,1.3982860008754372e-12,1.214306433183765e-17,-1.4506625067856049e-16,0.99999999999997324,0.42009093630678257,5.9292306307801024e-21,6.37481009351274e-17,1
79,0.55633802816901412,0.014160156251398277,0.014160156251515241,0.014160156251515241,0.014160156251515241,-8.0156748558969768e-18,1.5152451821960356e-12,0.014160156251515229,1.5152497312431734e-12,1.214306433183765e-17,-1.4528309111305759e-16,0.99999999992851829,0.41808708968301428,5.1880768019325896e-21,4.2163073886947355e-17,1
80,0.56338028169014087,0.014160156251515241,0.0141601562516425,0.0141601562516425,0.0141601562516425,-8.0656129125713142e-18,1.6425032960702578e-12,0.014160156251642486,1.642509045440832e-12,1.3877787807814457e-17,-1.454999315475547e-16,0.99999999992851829,0.416060505421876,6.7762635780344027e-21,5.168048445781905e-17,1
81,0.57042253521126762,0.0141601562516425,0.014160156251780522,0.014160156251780522,0.014160156251780522,-8.1114951373779862e-18,1.780525447334162e-12,0.014160156251780508,1.7805305840834507e-12,1.3877787807814457e-17,-1.457167719820518e-16,0.99999999992851829,0.41401129373901219,6.0351097491868899e-21,4.1301198682865651e-17,1
82,0.57746478873239437,0.014160156251780522,0.01416015625192975,0.01416015625192975,0.01416015625192975,-8.1534204395591477e-18,1.9297530863497348e-12,0.014160156251929736,1.9297584363808795e-12,1.3877787807814457e-17,-1.459336124165489e-16,0.99999999831066699,0.41193956608065807,5.2939559203393771e-21,7.9598319124472724e-17,1
83,0.58450704225352113,0.01416015625192975,0.014160156252090744,0.014160156252090744,0.014160156252090744,-8.1914896387994088e-18,2.0907477720735199e-12,0.01416015625209073,2.0907529180158591e-12,1.3877787807814457e-17,-1.46150452851046e-16,0.99999954964857218,0.40984543511757837,5.5057141571529522e-21,7.203626288998499e-17,1
84,0.59154929577464788,0.014160156252090744,0.014160156252264473,0.014160156252264473,0.014160156252264473,-8.2258040073195716e-18,2.2644762348534319e-12,0.014160156252264459,2.2644820046879843e-12,1.3877787807814457e-17,-1.463672932855431e-16,0.99895616446387703,0.40772901473894069,4.6586812098986519e-21,9.8159356311107453e-17,1
85,0.59859154929577463,0.014160156252264473,0.014160156252451548,0.014160156252451548,0.014160156252451548,-8.2564677096880436e-18,2.4515511854888903e-12,0.014160156252451534,2.4515563190607992e-12,1.3877787807814457e-17,-1.465841337200402e-16,0.99894838045561851,0.40559042004612011,4.9233790059156207e-21,6.3718343332310655e-17,1
86,0.60563380281690138,0.014160156252451548,0.014160156252652214,0.014160156252652214,0.014160156252652214,-8.2835798426723653e-18,2.6522176030805385e-12,0.014160156252652201,2.6522221918678923e-12,1.214306433183765e-17,-1.468009741545373e-16,0.99894838045561851,0.4034297673464407,5.3998350387461647e-21,7.4631822993085653e-17,1
87,0.61267605633802813,0.014160156252652214,0.014160156252866188,0.014160156252866188,0.014160156252866188,-8.3072344383496783e-18,2.866192101759424e-12,0.014160156252866174,2.8661968631826795e-12,1.3877787807814457e-17,-1.470178145890344e-16,0.99734235231610857,0.40124717414684996,5.3468954795427709e-21,4.5907548492256895e-17,1
